入国時年齢,性別,職種関係,職種,所在地(実習先)(都道府県),学校所属,組合,失踪の有無
18.0,男,その他,ビルクリーニング,福岡県,マンダレー校,アジア開発事業協同組合,0
18.0,男,その他,ビルクリーニング,福岡県,マンダレー校,アジア開発事業協同組合,0
19.0,男,その他,ビルクリーニング,福岡県,マンダレー校,アジア開発事業協同組合,0
20.0,女,食品製造関係,そう菜製造業,大阪府,ヤンゴン学校,JOP協同組合,0
19.0,女,食品製造関係,そう菜製造業,大阪府,ヤンゴン学校,JOP協同組合,0
19.0,女,食品製造関係,そう菜製造業,大阪府,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,マンダレー校,宮城県農水産サービス振興協同組合,0
22.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
19.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
24.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
33.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
24.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
22.0,女,農業・林業関係,耕種農業,宮城県,マンダレー校,宮城県農水産サービス振興協同組合,0
25.0,女,農業・林業関係,耕種農業,宮城県,マンダレー校,宮城県農水産サービス振興協同組合,0
25.0,女,農業・林業関係,耕種農業,宮城県,マンダレー校,宮城県農水産サービス振興協同組合,0
19.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
28.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
18.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
19.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
19.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,マンダレー校,JOP協同組合,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,マンダレー校,JOP協同組合,0
19.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,マンダレー校,JOP協同組合,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,マンダレー校 ,JOP協同組合,0
21.0,男,食品製造関係,そう菜製造業,神奈川県,ヤンゴン学校,JOP協同組合,0
21.0,男,食品製造関係,そう菜製造業,神奈川県,ラーショー学校,JOP協同組合,0
23.0,男,食品製造関係,そう菜製造業,神奈川県,ラーショー学校,JOP協同組合,0
21.0,男,食品製造関係,そう菜製造業,神奈川県,ミッチーナー学校,JOP協同組合,0
25.0,男,食品製造関係,そう菜製造業,神奈川県,ミッチーナー学校,JOP協同組合,0
21.0,男,食品製造関係,そう菜製造業,山梨県,ラーショー学校,JOP協同組合,0
25.0,男,食品製造関係,そう菜製造業,山梨県,ミッチーナー学校,JOP協同組合,0
23.0,男,食品製造関係,そう菜製造業,山梨県,ミッチーナー学校,JOP協同組合,0
26.0,男,食品製造関係,そう菜製造業,山梨県,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
19.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
21.0,男,その他,プラスチック成形,埼玉県,マンダレー校,JOP協同組合,0
28.0,男,その他,プラスチック成形,埼玉県,ヤンゴン学校,JOP協同組合,0
27.0,男,その他,プラスチック成形,埼玉県,ヤンゴン学校,JOP協同組合,0
31.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,JOP協同組合,0
25.0,男,食品製造関係,そう菜製造業,埼玉県,ミッチーナー学校,JOP協同組合,0
22.0,男,食品製造関係,そう菜製造業,埼玉県,マンダレー校,JOP協同組合,0
25.0,男,食品製造関係,そう菜製造業,埼玉県,マンダレー校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,JOP協同組合,0
18.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,JOP協同組合,0
27.0,男,食品製造関係,そう菜製造業,埼玉県,マンダレー校,JOP協同組合,0
19.0,男,食品製造関係,そう菜製造業,埼玉県,マンダレー校,JOP協同組合,0
18.0,男,食品製造関係,そう菜製造業,埼玉県,マンダレー校,JOP協同組合,0
27.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,日中ネットワークサービス協同組合,1
23.0,女,繊維・衣服関係,婦人子供服製造,宮城県,ヤンゴン学校,日中ネットワークサービス協同組合,0
25.0,男,その他,工業包装,福井県,ヤンゴン学校,日中ネットワークサービス協同組合,0
30.0,男,その他,工業包装,福井県,マンダレー校,日中ネットワークサービス協同組合,0
21.0,女,食品製造関係,そう菜製造業,埼玉県,マンダレー校,アジアイノベーション協同組合,0
19.0,女,食品製造関係,そう菜製造業,埼玉県,マンダレー校,アジアイノベーション協同組合,0
26.0,女,食品製造関係,そう菜製造業,埼玉県,マンダレー校,アジアイノベーション協同組合,0
22.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
23.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
20.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
21.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
18.0,女,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
20.0,女,食品製造関係,そう菜製造業,埼玉県,ミッチーナー学校,アジアイノベーション協同組合,0
22.0,女,食品製造関係,そう菜製造業,埼玉県,ミッチーナー学校,アジアイノベーション協同組合,0
21.0,男,食品製造関係,そう菜製造業,埼玉県,ラーショー学校,アジアイノベーション協同組合,0
25.0,男,食品製造関係,そう菜製造業,埼玉県,ラーショー学校,アジアイノベーション協同組合,0
22.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
23.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
25.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
29.0,男,食品製造関係,そう菜製造業,埼玉県,ラーショー学校,アジアイノベーション協同組合,0
31.0,男,食品製造関係,そう菜製造業,埼玉県,ミッチーナー学校,アジアイノベーション協同組合,0
22.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
22.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
23.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
22.0,男,食品製造関係,そう菜製造業,埼玉県,ヤンゴン学校,アジアイノベーション協同組合,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,マンダレー校,宮城県農水産サービス振興協同組合,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,マンダレー校,宮城県農水産サービス振興協同組合,0
21.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
22.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
25.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,宮城県農水産サービス振興協同組合,0
23.0,男,建設関係,配管,茨城県,ヤンゴン学校,アジア開発事業協同組合,0
23.0,男,建設関係,配管,茨城県,ヤンゴン学校,アジア開発事業協同組合,0
27.0,女,食品製造関係,そう菜製造業,大阪府,ヤンゴン学校,JOP協同組合,0
19.0,女,食品製造関係,そう菜製造業,大阪府,ヤンゴン学校,JOP協同組合,0
26.0,女,食品製造関係,そう菜製造業,大阪府,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
20.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
18.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,非加熱性水産加工食品製造業,宮城県,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,岩手県,マンダレー校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,岩手県,ヤンゴン学校,JOP協同組合,0
25.0,女,食品製造関係,そう菜製造業,岩手県,ヤンゴン学校,JOP協同組合,0
24.0,女,食品製造関係,そう菜製造業,岩手県,ラーショー学校,JOP協同組合,0
24.0,女,食品製造関係,そう菜製造業,岩手県,ラーショー学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,岩手県,ラーショー学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,岩手県,ラーショー学校,JOP協同組合,0
19.0,女,食品製造関係,そう菜製造業,岩手県,ラーショー学校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,岩手県,ラーショー学校,JOP協同組合,0
18.0,女,食品製造関係,そう菜製造業,岩手県,ラーショー学校,JOP協同組合,0
25.0,女,食品製造関係,そう菜製造業,宮城県,ラーショー学校,JOP協同組合,0
26.0,女,食品製造関係,そう菜製造業,宮城県,ラーショー学校,JOP協同組合,0
20.0,女,食品製造関係,そう菜製造業,宮城県,ラーショー学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,宮城県,ラーショー学校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,宮城県,ラーショー学校,JOP協同組合,0
31.0,男,建設関係,左官,鹿児島県,土屋,福岡県生産流通協同組合,0
27.0,男,建設関係,左官,鹿児島県,土屋,福岡県生産流通協同組合,0
19.0,女,食品製造関係,加熱性水産加工食品製造業,愛媛県,マンダレー校,JOP協同組合,0
20.0,女,食品製造関係,加熱性水産加工食品製造業,愛媛県,ヤンゴン学校,JOP協同組合,0
29.0,女,食品製造関係,加熱性水産加工食品製造業,愛媛県,ミッチーナー学校,JOP協同組合,0
20.0,女,食品製造関係,加熱性水産加工食品製造業,愛媛県,ラーショー学校,JOP協同組合,0
19.0,女,食品製造関係,加熱性水産加工食品製造業,愛媛県,ラーショー学校,JOP協同組合,0
27.0,女,食品製造関係,そう菜製造業,宮城県,マンダレー校,JOP協同組合,0
32.0,女,食品製造関係,そう菜製造業,宮城県,マンダレー校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,宮城県,マンダレー校,JOP協同組合,0
24.0,女,食品製造関係,そう菜製造業,宮城県,マンダレー校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,宮城県,マンダレー校,JOP協同組合,0
25.0,女,食品製造関係,そう菜製造業,宮崎県,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,宮崎県,ヤンゴン学校,JOP協同組合,0
26.0,男,食品製造関係,そう菜製造業,宮崎県,土屋,JOP協同組合,0
23.0,男,食品製造関係,そう菜製造業,宮崎県,土屋,JOP協同組合,0
26.0,男,食品製造関係,そう菜製造業,宮崎県,土屋,JOP協同組合,0
29.0,男,食品製造関係,そう菜製造業,宮崎県,土屋,JOP協同組合,0
22.0,女,食品製造関係,そう菜製造業,北海道,ヤンゴン学校,JOP協同組合,0
21.0,女,食品製造関係,そう菜製造業,北海道,ヤンゴン学校,JOP協同組合,0
30.0,女,食品製造関係,そう菜製造業,北海道,ヤンゴン学校,JOP協同組合,0
25.0,女,食品製造関係,そう菜製造業,北海道,ヤンゴン学校,JOP協同組合,0
22.0,女,食品製造関係,そう菜製造業,北海道,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,北海道,ヤンゴン学校,JOP協同組合,0
23.0,女,食品製造関係,そう菜製造業,北海道,ヤンゴン学校,JOP協同組合,0
